CE ID,Contracting Entity,Type of Organization,Program Type (SFSP or SSFO),Type of SFSP,TDA Region,ESC Region,County, Sites Claiming , Breakfast Days Claimed , Severe Need Breakfast Days Claimed , AM Snack Days Claimed , Lunch Days Claimed , PM Snack Days Claimed , Supper Days Claimed , Breakfast Meals , Severe Need Breakfast Meals , AM Snack Meals , Lunch Meals , LUNCH ADP , PM Snack Meals , Supper Meals , TOTAL MEALS , Breakfast Reimbursement , Severe Need Breakfast Reimbursement , AM Snack Reimbursement , Lunch Reimbursement , PM Snack Reimbursement , Supper Reimbursement , Admin Reimbursement , Total Reimbursement 
1508,THE UNIVERSITY OF TEXAS AT SAN ANTONIO SA PREP,Government Agency,SFSP,Unit of Government,4,20,Bexar ,6, -   , -   , -   ,25, -   , -   , -   , -   , -   ,"6,814",273, -   , -   ,"6,814", -   , -   , -   ,"22,486", -   , -   ,"1,959","24,445"
1510,CITY OF DENTON  ,Government Agency,SFSP,Unit of Government,2,11,Denton ,53, -   , -   , -   ,49, -   , -   , -   , -   , -   ,"37,263",760, -   , -   ,"37,263", -   , -   , -   ,"122,968", -   , -   ,"10,713","133,681"
1511,CITY OF GARLAND  ,Government Agency,SFSP,Unit of Government,2,10,Dallas ,61,44, -   , -   ,44, -   , -   ,"12,075", -   , -   ,"72,936","1,658", -   , -   ,"85,011","22,822", -   , -   ,"240,689", -   , -   ,"22,750","286,261"
1512,FORT WORTH COUNTRY DAY  ,Private Non Profit Organization,SFSP,Private Nonprofit,2,11,Tarrant ,2,29, -   , -   ,29, -   , -   ,"3,828", -   , -   ,"3,889",134, -   , -   ,"7,717","7,235", -   , -   ,"12,834", -   , -   ,"1,683","21,751"
1513,"THE SALVATION ARMY, A GEORGIA CORP",Private Non Profit Organization,SFSP,Residential Camp,2,10,Dallas ,2,38, -   , -   ,38, -   ,38,"3,512", -   , -   ,"2,923",77, -   ,"3,484","9,919","6,638", -   , -   ,"9,646", -   ,"11,497","2,869","30,650"
1514,CITY OF FORT WORTH  ,Government Agency,SFSP,Unit of Government,2,11,Tarrant ,151, -   , -   ,44,44,44,5, -   , -   ,"4,462","135,405","3,077","155,631",372,"295,870", -   , -   ,"3,436","446,837","119,836","1,228","51,043","622,379"
1517,YOUTH YOUNG ADULT FELLOWSHIP ALLIANCE,Private Non Profit Organization,SFSP,Private Nonprofit,3,5,Hardin ,51,59, -   , -   ,59, -   , -   ,"29,627", -   , -   ,"56,773",962, -   , -   ,"86,400","55,995", -   , -   ,"187,351", -   , -   ,"25,142","268,488"
1518,"BOYS AND GIRLS CLUBS OF VERNON, INC",Private Non Profit Organization,SFSP,Private Nonprofit,2,9,Wilbarger ,2,34, -   , -   ,34, -   , -   ,"2,367", -   , -   ,"6,349",187, -   , -   ,"8,716","4,474", -   , -   ,"20,952", -   , -   ,"2,634","28,060"
1519,UNIVERSITY OF TEXAS AT ARLINGTON,Educational Institution,SFSP,Residential Camp,2,11,Tarrant ,3,48, -   , -   ,65, -   ,66,699, -   , -   ,"2,285",35, -   ,"2,396","5,380","1,321", -   , -   ,"7,541", -   ,"7,907","1,449","18,217"
1520,"Southwestern Diabetic Foundation, Inc.",Private Non Profit Organization,SFSP,Residential Camp,2,11,Cooke ,2,57, -   , -   ,56, -   ,57,"3,021", -   , -   ,"2,978",53, -   ,"3,019","9,018","5,710", -   , -   ,"9,827", -   ,"9,963","2,635","28,135"
1521,ALABAMA COUSHATTA TRIBE OF TEXAS,Indian Tribe,SFSP,Unit of Government,3,6,Polk ,3, -   , -   , -   ,44, -   , -   , -   , -   , -   ,"2,608",59, -   , -   ,"2,608", -   , -   , -   ,"8,606", -   , -   ,900,"9,506"
1523,BOYS AND GIRLS CLUBS OF WICHITA FALLS,Private Non Profit Organization,SFSP,Residential Camp,2,9,Wichita ,2,20, -   , -   ,27, -   ,21,991, -   , -   ,"1,276",47, -   ,991,"3,258","1,873", -   , -   ,"4,211", -   ,"3,270",968,"10,322"
1524,Shackelford County Community Resource Center,Private Non Profit Organization,SFSP,Private Nonprofit,1,14,Shackelford ,1, -   , -   ,15,15, -   , -   , -   , -   ,"2,128","2,245",150, -   , -   ,"4,373", -   , -   ,"1,639","7,409", -   , -   ,977,"10,024"
1525,CITY OF HOUSTON,Government Agency,SFSP,Unit of Government,3,4,Harris ,857, -   , -   , -   ,54,54, -   , -   , -   , -   ,"381,787","7,070","272,162", -   ,"653,949", -   , -   , -   ,"1,259,897","209,565", -   ,"130,176","1,599,638"
1526,CITY OF AMARILLO  ,Government Agency,SFSP,Unit of Government,1,16,Potter ,98, -   , -   ,59,59, -   , -   , -   , -   ,"60,836","79,444","1,347", -   , -   ,"140,280", -   , -   ,"46,844","262,165", -   , -   ,"27,403","336,412"
1528,WHITE'S COTTAGE CENTER  ,Private Non Profit Organization,SFSP,Private Nonprofit,3,4,Brazoria ,9,50, -   , -   ,50, -   ,12,"5,748", -   , -   ,"7,366",147, -   ,"2,244","15,358","10,864", -   , -   ,"24,308", -   ,"7,405","4,393","46,970"
1530,SAN ANTONIO FOOD BANK INC.,Private Non Profit Organization,SFSP,Private Nonprofit,4,20,Bexar ,314,54, -   ,28,54,54,12,"30,265", -   ,374,"130,011","2,408","65,334",805,"226,789","57,201", -   ,288,"429,036","50,307","2,657","57,048","596,537"
1531,TEXAS A&M UNIVERSITY CORPUS CHRISTI,Government Agency,SFSP,Unit of Government,5,2,Nueces ,1, -   , -   , -   ,17, -   , -   , -   , -   , -   ,"1,555",91, -   , -   ,"1,555", -   , -   , -   ,"5,132", -   , -   ,447,"5,579"
1534,THE HOUSTON FOOD BANK,Private Non Profit Organization,SFSP,Private Nonprofit,3,4,Galveston ,185,60, -   , -   ,60,60, -   ,"88,317", -   , -   ,"166,935","2,782","28,796", -   ,"284,048","166,919", -   , -   ,"550,886","22,173", -   ,"72,278","812,256"
1535,"SOUTH PLAINS FOOD BANK, INC.",Private Non Profit Organization,SFSP,Private Nonprofit,1,17,Lubbock ,65,52, -   , -   ,59,59, -   ,"4,822", -   , -   ,"57,921",982,"44,434", -   ,"107,177","9,114", -   , -   ,"191,139","34,214", -   ,"25,108","259,575"
1538,"MARCANA ENTERPRISES, INC",Private Non Profit Organization,SFSP,Private Nonprofit,1,19,El Paso ,70,52, -   , -   ,52, -   ,50,"17,403", -   , -   ,"63,697","1,225", -   ,"23,070","104,170","32,892", -   , -   ,"210,200", -   ,"76,131","33,198","352,420"
1539,BOYS AND GIRLS CLUBS OF LAMESA,Private Non Profit Organization,SFSP,Private Nonprofit,1,17,Dawson ,2, -   , -   , -   ,45, -   , -   , -   , -   , -   ,"2,287",51, -   , -   ,"2,287", -   , -   , -   ,"7,547", -   , -   ,789,"8,336"
1540,"BOYS AND GIRLS CLUBS OF CORPUS CHRISTI, INC",Private Non Profit Organization,SFSP,Private Nonprofit,5,2,Nueces ,2, -   , -   , -   ,44,44, -   , -   , -   , -   ,"8,781",200,"7,582", -   ,"16,363", -   , -   , -   ,"28,977","5,838", -   ,"3,750","38,565"
1541,SA YOUTH,Private Non Profit Organization,SFSP,Private Nonprofit,4,20,Bexar ,76,52, -   , -   ,52,52, -   ,"19,831", -   , -   ,"30,033",578,"8,740", -   ,"58,604","37,481", -   , -   ,"99,109","6,730", -   ,"14,910","158,229"
1542,BOYS AND GIRLS CLUBS OF HARLINGEN,Private Non Profit Organization,SFSP,Private Nonprofit,5,1,Cameron ,15, -   , -   , -   ,55, -   , -   , -   , -   , -   ,"31,355",570, -   , -   ,"31,355", -   , -   , -   ,"103,472", -   , -   ,"10,817","114,289"
1544,REGIONAL EAST TEXAS FOOD BANK,Private Non Profit Organization,SFSP,Private Nonprofit,2,7,Smith ,85,55, -   ,36,55,54,19,"43,588", -   ,"1,837","73,258","1,332","6,499","1,431","126,613","82,381", -   ,"1,414","241,751","5,004","4,722","30,947","366,220"
1548,FOCUS ON HOPE OUTREACH SERVICES,Private Non Profit Organization,SFSP,Private Nonprofit,2,12,Bell ,22,55, -   , -   ,64,6,10,"4,690", -   , -   ,"14,218",222,675,"1,706","21,289","8,864", -   , -   ,"46,919",520,"5,630","6,437","68,370"
1549,WEST TEXAS FOOD BANK  ,Private Non Profit Organization,SFSP,Private Nonprofit,1,18,Ector ,9, -   , -   , -   ,44, -   , -   , -   , -   , -   ,"10,255",233, -   , -   ,"10,255", -   , -   , -   ,"33,842", -   , -   ,"3,538","37,379"
1550,HIGH PLAINS FOOD BANK,Private Non Profit Organization,SFSP,Private Nonprofit,1,16,Potter ,27,44, -   , -   ,44, -   ,44,"3,792", -   , -   ,"12,814",291, -   ,"2,461","19,067","7,167", -   , -   ,"42,286", -   ,"8,121","5,981","63,555"
1551,WICHITA FALLS AREA FOOD BANK,Private Non Profit Organization,SFSP,Private Nonprofit,2,9,Wichita ,28, -   , -   , -   ,52,49, -   , -   , -   , -   ,"24,165",465,"13,915", -   ,"38,080", -   , -   , -   ,"79,745","10,715", -   ,"7,997","98,456"
1554,SAFE HANDS FAMILY AND CHILDREN PROGRAMS INC,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,66,43, -   , -   ,58,58,10,"5,170", -   , -   ,"34,507",595,"24,811",393,"64,881","9,771", -   , -   ,"113,873","19,104","1,297","15,367","159,413"
1563,NUTRITION ETC,Private Non Profit Organization,SFSP,Private Nonprofit,2,11,Tarrant ,22,50, -   , -   ,50,50,9,"3,398", -   , -   ,"15,734",315,"2,072","1,030","22,234","6,422", -   , -   ,"51,922","1,595","3,399","6,618","69,956"
1564,DAYSPRING FAMILY CHURCH,Private Non Profit Organization,SFSP,Nonresidential Summer Camp,2,10,Dallas ,34, -   , -   ,1,50,49, -   , -   , -   ,75,"13,672",273,"13,246", -   ,"26,993", -   , -   ,58,"45,118","10,199", -   ,"5,982","61,357"
1565,"LEGACY ADULT & CHILDREN SERVICES, INCORPORATED",Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,10, -   , -   , -   ,35, -   , -   , -   , -   , -   ,"10,856",310, -   , -   ,"10,856", -   , -   , -   ,"35,825", -   , -   ,"3,745","39,570"
1566,GEN ACCT DIV GEN ACCT CITY OF SAN ANTONIO,Government Agency,SFSP,Unit of Government,4,20,Bexar ,171, -   , -   , -   ,49,49, -   , -   , -   , -   ,"130,558","2,664","130,001", -   ,"260,559", -   , -   , -   ,"430,841","100,101", -   ,"47,286","578,228"
1567,BREAKTHROUGH  ,Private Non Profit Organization,SFSP,Private Nonprofit,4,13,Travis ,4,34, -   , -   ,34, -   , -   ,"6,619", -   , -   ,"7,408",218, -   , -   ,"14,027","12,510", -   , -   ,"24,446", -   , -   ,"3,106","40,062"
1568,KICKAPOO TRADITIONAL TRIBE OF TEXAS,Indian Tribe,SFSP,Unit of Government,4,20,Maverick ,2,34, -   , -   ,34, -   , -   ,"1,481", -   , -   ,"1,789",53, -   , -   ,"3,270","2,799", -   , -   ,"5,904", -   , -   ,895,"9,598"
1569,PROTECTING OUR CHILDREN OUTREACH MINISTRY,Private Non Profit Organization,SFSP,Private Nonprofit,2,11,Tarrant ,60,61, -   , -   ,65,55, -   ,"37,205", -   , -   ,"50,419",776,"16,789", -   ,"104,413","70,317", -   , -   ,"166,383","12,928", -   ,"25,965","275,593"
1572,THE NORTH TEXAS FOOD BANK,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,67,59, -   , -   ,59,55, -   ,"21,444", -   , -   ,"76,794","1,302","46,820", -   ,"145,058","40,529", -   , -   ,"253,420","36,051", -   ,"28,753","358,754"
1573,CATHOLIC CHARITIES OF THE RIO GRANDE VALLEY,Private Non Profit Organization,SFSP,Private Nonprofit,5,1,Hidalgo ,87,52, -   ,12,60,34,45,"22,357", -   ,315,"42,185",703,"1,846","8,659","75,362","42,255", -   ,243,"139,211","1,421","28,575","18,180","229,884"
1576,"CAPITAL AREA FOOD BANK OF TEXAS, INC.",Private Non Profit Organization,SFSP,Private Nonprofit,4,13,Travis ,134, -   , -   , -   ,54,54,11, -   , -   , -   ,"31,365",581,"17,741",346,"49,452", -   , -   , -   ,"103,505","13,661","1,142","10,448","128,754"
1579,UNIQUE FORCES INC.,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,13, -   , -   , -   ,45,45, -   , -   , -   , -   ,"15,552",346,"15,361", -   ,"30,913", -   , -   , -   ,"51,322","11,828", -   ,"6,825","69,974"
1581,"BLUE CHIP FOOTBALL PROGRAM, INC",Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,58,45, -   , -   ,45, -   , -   ,"103,630", -   , -   ,"112,695","2,504", -   , -   ,"216,325","195,861", -   , -   ,"371,894", -   , -   ,"58,310","626,065"
1582,HEALTHY LIVING OUTREACH PROGRAM INC,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,78,50, -   , -   ,52,45, -   ,"42,948", -   , -   ,"85,928","1,652","23,474", -   ,"152,350","81,172", -   , -   ,"283,562","18,075", -   ,"39,928","422,737"
1585,"OUR FUTURE CHILDREN, INC.",Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,110,55, -   , -   ,55,49, -   ,"67,839", -   , -   ,"102,056","1,856","8,740", -   ,"178,635","128,216", -   , -   ,"336,785","6,730", -   ,"48,759","520,490"
1590,LAVONE'S SECOND CHAPTER,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,30,54, -   , -   ,54,54, -   ,364, -   , -   ,"15,680",290,"11,522", -   ,"27,566",688, -   , -   ,"51,744","8,872", -   ,"6,572","67,876"
1591,THE AMADI GUESS FOUNDATION,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,15, -   , -   , -   ,50,50, -   , -   , -   , -   ,"52,136","1,043","46,444", -   ,"98,580", -   , -   , -   ,"172,049","35,762", -   ,"22,399","230,210"
1592,HOPE BEYOND HOPE,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,47,50, -   , -   ,50,50, -   ,"3,179", -   , -   ,"55,771","1,115","50,147", -   ,"109,097","6,008", -   , -   ,"184,044","38,613", -   ,"24,601","253,267"
1593,"N.I.A. KIDS YOUTH SERVICE ORG., INC",Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,28,55, -   , -   ,55,34,4,"16,220", -   , -   ,"21,225",386,731,965,"39,141","30,656", -   , -   ,"70,043",563,"3,185","10,766","115,212"
1597,Christian Joy Center of Evangelical Christian Church Ministries,Private Non Profit Organization,SFSP,Private Nonprofit,1,19,El Paso ,40,50, -   , -   ,50, -   , -   ,"16,112", -   , -   ,"39,740",795, -   , -   ,"55,852","30,452", -   , -   ,"131,142", -   , -   ,"16,731","178,325"
1598,BIBLEWAY CHURCH OF GOD IN CHRIST,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,3,67, -   , -   ,67, -   , -   ,"5,440", -   , -   ,"6,550",98, -   , -   ,"11,990","10,282", -   , -   ,"21,615", -   , -   ,"3,280","35,176"
1602,JEFFERSON COUNTY PRECINCT 4,Government Agency,SFSP,Unit of Government,3,5,Jefferson ,2, -   , -   , -   ,42, -   , -   , -   , -   , -   ,299,7, -   , -   ,299, -   , -   , -   ,987, -   , -   ,86,"1,073"
1607,"YOUTHFUL BLESSINGS, INC",Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,25,44, -   , -   ,44,49,49,"24,566", -   , -   ,"31,349",712,"4,445","7,843","68,203","46,430", -   , -   ,"103,452","3,423","25,882","18,550","197,736"
1612,"METHODIST HEALTHCARE MINISTRIES OF SOUTH TEXAS, INC.",Private Non Profit Organization,SFSP,Private Nonprofit,4,20,Bexar ,2,39, -   , -   ,39,39, -   ,"5,799", -   , -   ,"6,069",156,"5,784", -   ,"17,652","10,960", -   , -   ,"20,028","4,454", -   ,"3,731","39,172"
1625,"Westley-Davis, Christian Ojore Academy",Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Rockwall ,6, -   , -   , -   ,47,47, -   , -   , -   , -   ,"7,651",163,"4,046", -   ,"11,697", -   , -   , -   ,"25,248","3,115", -   ,"3,024","31,388"
1628,CRIB LINE SERVICES,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,6,54, -   , -   ,54, -   , -   ,"3,145", -   , -   ,"3,842",71, -   , -   ,"6,987","5,944", -   , -   ,"12,679", -   , -   ,"1,915","20,538"
1632,COMMANDER US ARMY AIR DEFENSE CENTER,Military Installation,SFSP,Unit of Government,1,19,El Paso ,10,52, -   , -   ,52,52, -   ,"2,195", -   , -   ,"7,344",141,"1,940", -   ,"11,479","4,149", -   , -   ,"24,235","1,494", -   ,"3,130","33,007"
1636,CITYSQUARE,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,381,54, -   , -   ,54,54, -   ,"51,700", -   , -   ,"160,271","2,968","35,545", -   ,"247,516","97,713", -   , -   ,"528,894","27,370", -   ,"56,370","710,347"
1637,FORT BEND COUNTY,Government Agency,SFSP,Unit of Government,3,4,Fort Bend ,30,39, -   , -   ,39, -   , -   ,"7,542", -   , -   ,"22,555",578, -   , -   ,"30,097","14,254", -   , -   ,"74,432", -   , -   ,"7,597","96,283"
1638,FUTURE TENSE INC.,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,27, -   , -   , -   ,42,42, -   , -   , -   , -   ,"15,859",378,"15,649", -   ,"31,508", -   , -   , -   ,"52,335","12,050", -   ,"6,958","71,342"
1641,PROJECT VIDA  ,Private Non Profit Organization,SFSP,Private Nonprofit,1,19,El Paso ,3, -   , -   , -   ,35,14, -   , -   , -   , -   ,697,20,330, -   ,"1,027", -   , -   , -   ,"2,300",254, -   ,272,"2,826"
1644,ST PATRICK CATHOLIC SCHOOL,Private Non Profit Organization,SFSP,School Food Authority,3,7,Angelina ,2,38, -   , -   ,38, -   , -   ,"2,682", -   , -   ,"2,874",76, -   , -   ,"5,556","5,069", -   , -   ,"9,484", -   , -   ,"1,494","16,048"
1645,TESIA'S TINY TOTS DAY CARE CENTER INC,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,17, -   , -   , -   ,49,43, -   , -   , -   , -   ,"15,737",321,"14,428", -   ,"30,165", -   , -   , -   ,"51,932","11,110", -   ,"6,800","69,842"
1646,BOYS AND  GIRLS CLUBS OF HIGHLAND LAKES,Private Non Profit Organization,SFSP,Private Nonprofit,4,13,Burnet ,9,59, -   , -   , -   , -   ,59,"7,887", -   , -   , -   , - , -   ,"12,837","20,724","14,906", -   , -   , -   , -   ,"42,362","5,908","63,176"
1652,COVERED IN FAITH MINISTRIES/CEO,Private Non Profit Organization,SFSP,Private Nonprofit,2,11,Tarrant ,30,62, -   , -   ,62,53, -   ,"19,731", -   , -   ,"35,070",566,"13,694", -   ,"68,495","37,292", -   , -   ,"115,731","10,544", -   ,"17,100","180,667"
1664,Zion Chapel Economic Development Corp,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,24,44, -   , -   ,44,37,7,"11,238", -   , -   ,"16,001",364,"2,972", -   ,"30,211","21,240", -   , -   ,"52,803","2,288", -   ,"7,910","84,241"
1669,Young Men's Christian Association of Greater San Antonio,Private Non Profit Organization,SFSP,Private Nonprofit,4,20,Bexar ,27,75, -   , -   ,75,55,59,"7,918", -   , -   ,"18,063",241,"3,728","1,021","30,730","14,965", -   , -   ,"59,608","2,871","3,369","7,084","87,897"
1670,Operation Advantage Inc,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,80,60, -   ,55,65,60,61,"24,853", -   ,"7,589","47,472",730,"23,297","73,802","177,013","46,972", -   ,"5,844","156,658","17,939","243,547","49,434","520,392"
1678,"The Salvation Army, A Georgia Corporation - Kerrville, TX",Private Non Profit Organization,SFSP,Nonresidential Summer Camp,4,20,Kerr ,3,60, -   , -   ,60, -   , -   ,"3,436", -   , -   ,"5,874",98, -   , -   ,"9,310","6,494", -   , -   ,"19,384", -   , -   ,"2,671","28,549"
1685,"BOYS AND GIRLS CLUBS OF AUSTIN COUNTY, INC",Private Non Profit Organization,SFSP,Private Nonprofit,3,6,Austin ,2, -   , -   , -   ,39,39, -   , -   , -   , -   ,"4,207",108,"4,430", -   ,"8,637", -   , -   , -   ,"13,883","3,411", -   ,"1,872","19,166"
1686,TARRANT AREA FOOD BANK,Private Non Profit Organization,SFSP,Private Nonprofit,2,11,Tarrant ,56,55, -   , -   ,54,18, -   ,"18,226", -   , -   ,"24,119",447,340, -   ,"42,685","34,447", -   , -   ,"79,593",262, -   ,"9,654","123,955"
1690,N.S.M. International Women's Ministry,Private Non Profit Organization,SFSP,Private Nonprofit,2,8,Bowie ,1,17, -   , -   ,17, -   , -   ,610, -   , -   ,852,50, -   , -   ,"1,462","1,153", -   , -   ,"2,812", -   , -   ,408,"4,373"
1692,"TG 105, Inc",Private Non Profit Organization,SFSP,Private Nonprofit,5,1,Cameron ,3,49, -   , -   ,49, -   , -   ,"1,275", -   , -   ,"1,790",37, -   , -   ,"3,065","2,410", -   , -   ,"5,907", -   , -   ,703,"9,019"
1693,The Hour Clinic,Private Non Profit Organization,SFSP,Private Nonprofit,3,4,Harris ,23, -   , -   , -   ,49, -   , -   , -   , -   , -   ,"8,081",165, -   , -   ,"8,081", -   , -   , -   ,"26,667", -   , -   ,"2,788","29,455"
1695,Destined to Adorn Resource Center,Private Non Profit Organization,SFSP,Private Nonprofit,2,11,Tarrant ,26,40, -   , -   ,40, -   , -   ,"16,459", -   , -   ,"23,255",581, -   , -   ,"39,714","31,108", -   , -   ,"76,742", -   , -   ,"11,109","118,958"
1701,Today's Children Food Program,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,39, -   , -   , -   ,50,50, -   , -   , -   , -   ,"51,016","1,020","51,027", -   ,"102,043", -   , -   , -   ,"168,353","39,291", -   ,"22,448","230,092"
1703,T.R.E.E. Foundation,Private Non Profit Organization,SFSP,Private Nonprofit,2,11,Tarrant ,19,49, -   , -   ,49,49,4,"2,616", -   , -   ,"10,309",210,"7,243",321,"20,489","4,944", -   , -   ,"34,020","5,577","1,059","4,846","50,446"
1704,"Bread For Our Children, Inc",Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,45,53, -   , -   ,53,48,33,"32,258", -   , -   ,"45,794",864,"7,455","13,250","98,757","60,968", -   , -   ,"151,120","5,740","43,725","27,127","288,680"
1707,Intrinsic Foundation,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,23,54, -   , -   ,54,43, -   ,"12,169", -   , -   ,"21,217",393,"9,692", -   ,"43,078","22,999", -   , -   ,"70,016","7,463", -   ,"10,522","111,001"
1711,Boys and Girls Club of Menard,Private Non Profit Organization,SFSP,Private Nonprofit,4,15,Menard ,2, -   , -   , -   ,45,45, -   , -   , -   , -   ,"1,584",35,"1,271", -   ,"2,855", -   , -   , -   ,"5,227",979, -   ,667,"6,873"
1893,ARMED SERVICES YMCA CHILD DEVELOPMENT CENTER,Private Non Profit Organization,SFSP,Private Nonprofit,1,19,El Paso ,6,52, -   , -   ,52, -   , -   ,"2,422", -   , -   ,"7,432",143, -   , -   ,"9,854","4,578", -   , -   ,"24,526", -   , -   ,"3,018","32,121"
1969,BOYS & GIRLS CLUB OF NORTHEAST TEXAS,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Hunt ,5,20, -   , -   , -   ,48, -   ,708, -   , -   , -   , - ,"5,216", -   ,"5,924","1,338", -   , -   , -   ,"4,016", -   ,628,"5,983"
2107,COASTAL CHILD NUTRITION SERVICES,Private Non Profit Organization,SFSP,Private Nonprofit,3,7,Angelina ,19,54, -   , -   ,58,54,32,"2,250", -   , -   ,"24,818",428,"9,481","1,752","38,301","4,253", -   , -   ,"81,899","7,300","5,782","10,489","109,723"
2225,DM MINISTRIES CDC ,Private Non Profit Organization,SFSP,Private Nonprofit,3,7,Nacogdoches ,24, -   , -   , -   ,55, -   , -   , -   , -   , -   ,"7,128",130, -   , -   ,"7,128", -   , -   , -   ,"23,522", -   , -   ,"2,459","25,982"
3550,YWCA EL PASO DEL NORTE  ,Private Non Profit Organization,SFSP,Private Nonprofit,1,19,El Paso ,9,59, -   , -   ,59, -   , -   ,"5,141", -   , -   ,"9,926",168, -   , -   ,"15,067","9,716", -   , -   ,"32,756", -   , -   ,"4,388","46,861"
3554,YWCA-LUBBOCK,Private Non Profit Organization,SFSP,Private Nonprofit,1,17,Lubbock ,6, -   , -   , -   ,57,57, -   , -   , -   , -   ,"9,981",175,"8,284", -   ,"18,265", -   , -   , -   ,"32,937","6,379", -   ,"4,230","43,546"
3627,Food & Nutrition Solutions Inc.,Private Non Profit Organization,SFSP,Private Nonprofit,3,7,Angelina ,25,51, -   , -   ,51, -   ,6,"11,300", -   , -   ,"23,110",453, -   ,188,"34,598","21,357", -   , -   ,"76,263", -   ,620,"10,157","108,397"
3637,Champion Academy and Christian Center,Private Non Profit Organization,SFSP,Private Nonprofit,2,11,Tarrant ,24,29, -   , -   ,41,41,41,"5,083", -   , -   ,"18,601",454,"16,069","8,148","47,901","9,607", -   , -   ,"61,383","12,373","26,888","11,708","121,960"
3689,S. Tracy Howard Project,Private Non Profit Organization,SFSP,Private Nonprofit,2,11,Denton ,117,55, -   , -   ,55,55, -   ,"90,081", -   , -   ,"149,216","2,713","51,305", -   ,"290,602","170,253", -   , -   ,"492,413","39,505", -   ,"73,244","775,414"
3714,Compassionate Community Ministries Inc.,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,26,45, -   , -   ,45, -   , -   ,"18,171", -   , -   ,"20,288",451, -   , -   ,"38,459","34,343", -   , -   ,"66,950", -   , -   ,"10,406","111,700"
3744,Hands to Hands Connection International,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,85,45, -   , -   ,45, -   , -   ,"99,270", -   , -   ,"111,846","2,485", -   , -   ,"211,116","187,620", -   , -   ,"369,092", -   , -   ,"57,200","613,912"
3802,Purple Hearts Inc,Private Non Profit Organization,SFSP,Nonresidential Summer Camp,2,11,Tarrant ,73,55, -   , -   ,55, -   ,55,"54,063", -   , -   ,"71,562","1,301", -   ,"12,845","138,470","102,179", -   , -   ,"236,155", -   ,"42,389","39,257","419,979"
3817,Balogun & James Enterprises,Private Non Profit Organization,SFSP,Private Nonprofit,3,4,Harris ,50,71, -   , -   ,71, -   , -   ,"50,452", -   , -   ,"61,505",866, -   , -   ,"111,957","95,354", -   , -   ,"202,967", -   , -   ,"30,679","329,000"
3820,Achieving Leadership Institute,Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,47,67, -   , -   ,67, -   , -   ,"33,519", -   , -   ,"38,934",581, -   , -   ,"72,453","63,351", -   , -   ,"128,482", -   , -   ,"19,717","211,550"
3902,"Viable Ministries, Incorporated",Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Hunt ,3, -   , -   , -   ,46,46, -   , -   , -   , -   ,"1,905",41,"1,904", -   ,"3,809", -   , -   , -   ,"6,287","1,466", -   ,838,"8,591"
3939,Baptist Temple Church San Antonio,Private Non Profit Organization,SFSP,Nonresidential Summer Camp,4,20,Bexar ,3, -   , -   , -   ,27,24,5, -   , -   , -   ,"1,616",60,"1,957",225,"3,798", -   , -   , -   ,"5,333","1,507",743,821,"8,403"
3947,"Strategic Justice Initiatives, Inc",Private Non Profit Organization,SFSP,Private Nonprofit,2,10,Dallas ,26,64, -   , -   ,64,5,5,"36,418", -   , -   ,"48,859",763,600,600,"86,477","68,830", -   , -   ,"161,235",462,"1,980","21,793","254,300"
3949,"TRIANGLE COMMUNITY OUTREACH, INC.",Private Non Profit Organization,SFSP,Private Nonprofit,3,5,Jefferson ,55,55, -   , -   ,55,55,40,"9,837", -   , -   ,"15,641",284,"5,545","3,233","34,256","18,592", -   , -   ,"51,615","4,270","10,669","8,883","94,029"
